BuildingType,PrimaryPropertyType,YearBuilt,Neighborhood,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore_imputer,SiteEUIWN(kBtu/sf),GHGEmissionsIntensity,CategorieEnergie,LPUT,SLPUT,ENERGYSTARScore
NonResidential,Small- and Mid-Sized Office,1980,magnolia / queen anne,3,0,34545,29.0,67.0,0.47,Électricité,Medium,Medium,29.0
NonResidential,Small- and Mid-Sized Office,1980,magnolia / queen anne,3,0,70296,86.0,42.90000153,0.28,Électricité,Medium,Medium,86.0
NonResidential,Small- and Mid-Sized Office,1902,downtown,4,0,27838,77.0,45.40000153,0.3,Électricité,Medium,Medium,77.0
NonResidential,Distribution Center,1971,delridge,2,0,28368,20.0,43.20000076,1.06,Électricité,Low,Low,
NonResidential,Other,1964,northwest,2,0,92080,81.66666666666667,58.29999924,1.38,Électricité & GazNaturel,Medium,Medium,
NonResidential,Other,1961,northwest,1,0,20236,65.66666666666667,103.1999969,2.45,Électricité & GazNaturel,High,High,
NonResidential,Small- and Mid-Sized Office,1951,northwest,2,0,39815,62.0,54.20000076,1.01,Électricité,Medium,Medium,62.0
Nonresidential COS,Other,1970,northwest,4,0,25557,31.333333333333332,89.19999695,0.62,Électricité,Medium,Medium,
Nonresidential COS,Other,1958,northwest,2,0,26994,16.0,123.0,4.55,GazNaturel,Low,Low,
NonResidential,Warehouse,1972,northwest,1,0,48112,73.0,30.39999962,0.22,Électricité,Low,Low,73.0
NonResidential,Other,2009,northwest,1,0,20909,63.666666666666664,68.09999847,1.57,Électricité & GazNaturel,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,2001,northwest,2,16518,26275,27.0,71.19999695,0.29,Électricité,Medium,Medium,27.0
NonResidential,Other,2007,northwest,2,0,45000,73.0,135.6999969,3.93,Électricité & GazNaturel,High,High,
NonResidential,Retail Store,1998,northwest,1,0,26115,43.0,67.40000153,1.41,Électricité & GazNaturel,Medium,Medium,43.0
NonResidential,Worship Facility,1949,northeast,1,0,26033,78.0,44.70000076,1.74,GazNaturel,Low,Low,78.0
NonResidential,K-12 School,2007,magnolia / queen anne,4,0,48660,82.0,42.79999924,1.27,GazNaturel & Électricité,Low,Low,82.0
NonResidential,Senior Care Community,1970,magnolia / queen anne,2,0,46539,73.0,120.0999985,3.88,GazNaturel & Électricité,High,High,73.0
NonResidential,Residence Hall,1909,downtown,4,0,29796,47.0,77.5,2.67,GazNaturel & Électricité,Medium,Medium,47.0
NonResidential,Retail Store,1920,downtown,2,0,26400,36.0,46.90000153,0.65,Électricité,Medium,Medium,36.0
NonResidential,Small- and Mid-Sized Office,1918,downtown,3,0,38148,98.0,25.10000038,0.23,Électricité,Medium,Medium,98.0
NonResidential,Mixed Use Property,1928,lake union,2,0,28800,81.66666666666667,18.10000038,0.44,Électricité & GazNaturel,Low,Low,
NonResidential,Worship Facility,1955,magnolia / queen anne,5,0,31945,4.0,56.5,0.39,Électricité,Low,Low,4.0
NonResidential,Small- and Mid-Sized Office,1985,magnolia / queen anne,5,33055,52908,43.0,84.69999695,0.36,Électricité,Medium,Medium,43.0
NonResidential,Retail Store,1900,downtown,4,0,34680,92.0,36.29999924,0.76,Électricité & GazNaturel,Medium,Medium,92.0
NonResidential,Worship Facility,1968,downtown,3,34510,40548,24.0,82.69999695,3.3,GazNaturel,Low,Low,24.0
NonResidential,Retail Store,1915,downtown,1,0,36504,2.0,132.6000061,0.57,Électricité,Medium,Medium,2.0
NonResidential,Small- and Mid-Sized Office,1907,downtown,6,0,35200,8.0,85.19999695,0.59,Électricité,Medium,Medium,8.0
NonResidential,Small- and Mid-Sized Office,1907,downtown,5,0,35840,83.0,48.09999847,1.35,GazNaturel & Électricité,Medium,Medium,83.0
NonResidential,Other,1941,downtown,2,0,25920,60.0,58.40000153,0.36,Électricité,Medium,Medium,60.0
NonResidential,Small- and Mid-Sized Office,1928,downtown,4,0,30525,17.0,137.8000031,2.41,Électricité,Medium,Medium,17.0
NonResidential,Other,1964,east,4,0,49243,68.66666666666667,162.3999939,2.06,Électricité,High,High,
NonResidential,Other,1912,east,3,0,20411,53.666666666666664,105.0999985,3.49,GazNaturel & Électricité,Medium,Medium,
NonResidential,Medical Office,1962,east,2,10285,20570,2.0,145.1000061,2.77,Électricité & GazNaturel,Medium,Medium,2.0
NonResidential,Small- and Mid-Sized Office,1910,east,3,0,73549,90.0,43.59999847,1.46,GazNaturel & Électricité,Medium,Medium,90.0
NonResidential,Other,1988,east,5,11400,34380,55.333333333333336,252.1000061,10.1,Vapeur & Électricité,Low,Low,
NonResidential,Medical Office,1963,east,3,0,39115,42.0,76.80000305,1.53,Électricité,Medium,Medium,42.0
NonResidential,Other,1916,east,3,0,38038,95.33333333333333,33.5,1.46,Vapeur & Électricité,Medium,Medium,
NonResidential,Worship Facility,1962,east,3,0,37796,55.0,52.29999924,3.27,Vapeur & Électricité,Low,Low,55.0
Nonresidential COS,Small- and Mid-Sized Office,1993,ballard,1,0,27744,3.6666666666666665,193.0,1.35,Électricité,Medium,Medium,
NonResidential,Warehouse,1960,ballard,1,0,36444,80.0,4.599999905,0.03,Électricité,Low,Low,80.0
NonResidential,Warehouse,1950,ballard,1,0,27553,63.0,38.29999924,1.15,GazNaturel & Électricité,Low,Low,63.0
NonResidential,Distribution Center,1951,ballard,1,0,57310,60.0,24.39999962,0.61,Électricité & GazNaturel,Low,Low,
NonResidential,Mixed Use Property,1920,lake union,2,0,25920,65.0,41.29999924,0.64,Électricité,Medium,Medium,
NonResidential,Restaurant,1919,lake union,3,0,40686,98.33333333333333,53.79999924,1.79,GazNaturel & Électricité,High,High,
NonResidential,Retail Store,1964,lake union,2,0,45271,57.0,64.30000305,1.83,GazNaturel & Électricité,Medium,Medium,57.0
NonResidential,Small- and Mid-Sized Office,1920,lake union,3,12180,16200,62.0,53.0,1.26,Électricité & GazNaturel,Medium,Medium,62.0
NonResidential,Large Office,2009,lake union,5,0,508160,77.0,82.09999847,0.96,Électricité,Medium,Medium,77.0
NonResidential,Small- and Mid-Sized Office,1926,lake union,3,0,26176,95.0,45.29999924,1.23,GazNaturel & Électricité,Medium,Medium,95.0
NonResidential,Small- and Mid-Sized Office,1926,lake union,1,0,37740,1.0,197.8999939,1.95,Électricité,Medium,Medium,1.0
Nonresidential COS,Other,1961,magnolia / queen anne,1,0,26000,43.666666666666664,114.6999969,7.08,Électricité & Vapeur,Medium,Medium,
NonResidential,Worship Facility,2009,magnolia / queen anne,3,0,23241,66.0,34.0,0.89,Électricité & GazNaturel,Low,Low,66.0
NonResidential,Other,1962,magnolia / queen anne,1,0,155795,46.333333333333336,121.0,1.64,Électricité,Medium,Medium,
Nonresidential COS,Other,2002,magnolia / queen anne,1,0,21018,31.0,85.09999847,1.17,Électricité,Medium,Medium,
Nonresidential COS,Other,1998,magnolia / queen anne,1,0,30533,71.33333333333333,216.3000031,6.29,GazNaturel & Électricité,High,High,
NonResidential,Other,1961,magnolia / queen anne,2,0,33971,15.666666666666666,363.2999878,15.42,Électricité & GazNaturel,High,High,
Nonresidential COS,Other,1992,magnolia / queen anne,2,0,40600,51.333333333333336,56.0,1.01,Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1999,lake union,4,0,38038,84.0,53.59999847,0.37,Électricité,Medium,Medium,84.0
NonResidential,Small- and Mid-Sized Office,2007,lake union,4,24596,40000,92.0,65.90000153,1.2,GazNaturel & Électricité,Medium,Medium,92.0
NonResidential,Small- and Mid-Sized Office,1928,lake union,3,6062,35404,1.0,228.3999939,5.64,Électricité & GazNaturel,Medium,Medium,1.0
NonResidential,Large Office,2013,lake union,6,100800,29910,92.0,56.79999924,0.66,Électricité,Medium,Medium,92.0
NonResidential,Small- and Mid-Sized Office,1926,lake union,4,0,35780,77.0,64.80000305,0.37,Électricité,Medium,Medium,77.0
NonResidential,Mixed Use Property,1964,magnolia / queen anne,4,7308,17824,41.0,57.70000076,0.16,Électricité,Medium,Medium,41.0
Nonresidential COS,Other,1966,downtown,1,0,49680,73.66666666666667,58.20000076,2.4,Vapeur & Électricité,Medium,Medium,
Nonresidential COS,Other,1962,downtown,1,0,36314,55.333333333333336,51.90000153,1.22,Mixte,Medium,Medium,
NonResidential,Other,1916,downtown,2,0,25920,27.333333333333332,60.79999924,0.34,Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1919,downtown,4,0,47686,72.0,65.40000153,1.62,Électricité & Vapeur,Medium,Medium,72.0
Campus,Mixed Use Property,1900,downtown,2,0,49280,78.33333333333333,111.0,1.99,Électricité,Medium,Medium,
Campus,Low-Rise Multifamily,1942,downtown,4,0,45500,20.333333333333332,85.19999695,0.58,Électricité,Medium,Medium,
Campus,Restaurant,1912,downtown,2,0,25380,40.0,270.6000061,8.62,GazNaturel & Électricité,High,High,
NonResidential,Small- and Mid-Sized Office,1915,downtown,6,0,40715,51.333333333333336,70.69999695,1.1,Électricité,Medium,Medium,
NonResidential,Mixed Use Property,1990,downtown,4,34800,47265,91.0,43.79999924,0.15,Électricité,Medium,Medium,91.0
NonResidential,Small- and Mid-Sized Office,1910,downtown,4,0,36160,47.0,53.20000076,0.36,Électricité,Medium,Medium,47.0
NonResidential,Mixed Use Property,1918,downtown,1,0,34617,43.333333333333336,148.0,4.14,Électricité & GazNaturel,High,High,
NonResidential,Small- and Mid-Sized Office,1909,downtown,5,0,66900,100.0,24.0,0.21,Électricité,Medium,Medium,100.0
NonResidential,Mixed Use Property,1910,downtown,3,0,29340,58.333333333333336,87.30000305,2.59,GazNaturel & Électricité,Medium,Medium,
NonResidential,Other,1930,downtown,2,0,22710,82.66666666666667,12.69999981,0.09,Électricité,Low,Low,
NonResidential,Small- and Mid-Sized Office,2000,lake union,3,13540,36959,13.0,86.69999695,0.44,Électricité,Medium,Medium,13.0
NonResidential,Small- and Mid-Sized Office,1964,lake union,5,9605,44860,68.0,63.09999847,0.76,Électricité,Medium,Medium,68.0
NonResidential,K-12 School,1930,east,2,0,45960,56.0,102.5,3.98,GazNaturel,Low,Low,56.0
NonResidential,Small- and Mid-Sized Office,1959,lake union,2,0,21128,97.0,20.70000076,0.14,Électricité,Medium,Medium,97.0
NonResidential,Mixed Use Property,2008,lake union,4,0,274442,89.66666666666667,56.29999924,0.8,Électricité & GazNaturel,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,2013,lake union,3,0,51552,82.33333333333333,28.10000038,0.21,Électricité,Medium,Medium,
NonResidential,Hotel,1959,lake union,4,0,38520,37.0,74.69999695,1.95,Électricité & GazNaturel,Medium,Medium,37.0
NonResidential,Hotel,1961,lake union,3,4256,24930,95.0,45.59999847,1.04,GazNaturel & Électricité,Medium,Medium,95.0
NonResidential,Worship Facility,1960,lake union,1,0,27338,56.0,25.0,0.15,Électricité,Low,Low,56.0
NonResidential,Other,1999,east,2,65640,20110,55.333333333333336,113.9000015,0.91,GazNaturel & Électricité,Medium,Medium,
NonResidential,Laboratory,1962,magnolia / queen anne,2,0,34416,25.333333333333332,363.6000061,12.27,GazNaturel & Électricité,High,High,
NonResidential,Small- and Mid-Sized Office,1930,magnolia / queen anne,3,0,45864,94.0,66.19999695,2.52,GazNaturel,Medium,Medium,94.0
NonResidential,K-12 School,1999,northwest,2,0,49252,23.0,63.40000153,2.13,GazNaturel & Électricité,Low,Low,23.0
NonResidential,Small- and Mid-Sized Office,1987,lake union,3,0,33176,89.0,45.59999847,1.08,Électricité & GazNaturel,Medium,Medium,89.0
NonResidential,Retail Store,1993,lake union,3,3764,21430,51.333333333333336,92.40000153,2.22,Électricité & GazNaturel,Medium,Medium,
NonResidential,Worship Facility,1977,greater duwamish,99,0,21948,80.0,14.89999962,0.1,Électricité,Low,Low,80.0
NonResidential,Other,1927,east,3,0,31191,63.666666666666664,192.8000031,5.39,Électricité & GazNaturel,High,High,
NonResidential,Other,1947,north,1,0,37377,65.66666666666667,98.69999695,2.99,GazNaturel & Électricité,Medium,Medium,
NonResidential,Warehouse,1977,greater duwamish,1,0,29380,33.0,29.89999962,0.2,Électricité,Low,Low,33.0
NonResidential,Worship Facility,1922,east,2,0,22688,87.0,17.29999924,0.31,Électricité & GazNaturel,Low,Low,87.0
NonResidential,Other,1962,southeast,2,0,22364,68.66666666666667,72.69999695,2.43,GazNaturel & Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1982,greater duwamish,2,0,41262,84.0,49.09999847,0.32,Électricité,Medium,Medium,84.0
NonResidential,Small- and Mid-Sized Office,1953,lake union,2,0,43183,3.6666666666666665,199.3000031,2.14,Électricité,Medium,Medium,
NonResidential,Worship Facility,1908,north,3,0,45680,79.0,52.40000153,1.9,GazNaturel,Low,Low,79.0
NonResidential,Senior Care Community,2006,lake union,14,0,724148,8.0,53.90000153,1.26,Électricité & GazNaturel,High,High,8.0
NonResidential,Worship Facility,1957,southwest,1,0,23562,96.0,15.89999962,0.16,Électricité,Low,Low,96.0
NonResidential,Small- and Mid-Sized Office,1999,ballard,4,0,28844,69.33333333333333,47.5,0.22,Électricité,Medium,Medium,
NonResidential,Warehouse,1989,greater duwamish,1,0,21101,56.666666666666664,38.79999924,1.33,GazNaturel,Low,Low,
NonResidential,Refrigerated Warehouse,1914,greater duwamish,2,0,45594,75.0,29.20000076,0.21,Électricité,Medium,Medium,75.0
NonResidential,Other,1950,greater duwamish,1,0,26660,19.666666666666668,84.09999847,0.59,Électricité,Medium,Medium,
NonResidential,Warehouse,1975,greater duwamish,1,0,28126,44.0,34.40000153,0.66,Électricité & GazNaturel,Low,Low,44.0
NonResidential,Warehouse,1964,greater duwamish,1,0,35000,53.0,10.80000019,0.08,Électricité,Low,Low,53.0
NonResidential,Warehouse,1962,greater duwamish,1,0,26150,6.0,50.59999847,1.02,Électricité & GazNaturel,Low,Low,6.0
NonResidential,Small- and Mid-Sized Office,1967,greater duwamish,2,0,24000,73.0,47.90000153,0.32,Électricité,Medium,Medium,73.0
NonResidential,K-12 School,1968,east,5,0,43594,38.0,66.19999695,1.68,Électricité & GazNaturel,Low,Low,38.0
NonResidential,Distribution Center,1912,lake union,1,0,28080,52.666666666666664,31.79999924,0.66,Électricité & GazNaturel,Low,Low,
NonResidential,Senior Care Community,1954,northwest,2,0,51298,85.0,114.0,3.97,GazNaturel & Électricité,High,High,85.0
NonResidential,Worship Facility,1962,northwest,1,0,22047,100.0,11.89999962,0.08,Électricité,Low,Low,100.0
NonResidential,Warehouse,1979,greater duwamish,1,0,31600,3.0,118.0999985,3.27,GazNaturel & Électricité,Low,Low,3.0
NonResidential,Warehouse,2007,greater duwamish,1,0,35289,63.0,28.60000038,0.68,Électricité & GazNaturel,Low,Low,63.0
NonResidential,Warehouse,1981,greater duwamish,1,0,28920,50.0,68.5,2.77,GazNaturel,Low,Low,50.0
NonResidential,Warehouse,1978,greater duwamish,1,0,22176,60.0,33.70000076,1.48,GazNaturel,Low,Low,60.0
NonResidential,Small- and Mid-Sized Office,1974,north,3,0,39927,38.0,96.90000153,0.62,Électricité,Medium,Medium,38.0
NonResidential,Other,1979,north,1,0,30610,43.333333333333336,147.5,4.44,GazNaturel & Électricité,High,High,
NonResidential,Medical Office,1980,north,2,6350,20580,64.0,37.20000076,0.26,Électricité,Medium,Medium,64.0
NonResidential,Medical Office,1968,north,2,0,38745,76.0,47.20000076,1.28,Électricité,Medium,Medium,76.0
NonResidential,Self-Storage Facility,1959,northeast,2,0,20296,15.0,42.20000076,0.29,Électricité,Low,Low,
NonResidential,Mixed Use Property,1945,northeast,2,0,22135,55.666666666666664,59.5,1.24,Électricité & GazNaturel,Medium,Medium,
NonResidential,Medical Office,1967,northeast,3,0,38378,86.0,51.5,1.4,GazNaturel & Électricité,Medium,Medium,86.0
NonResidential,Warehouse,1980,northeast,2,0,33576,64.0,43.70000076,1.48,GazNaturel & Électricité,Low,Low,64.0
NonResidential,Supermarket / Grocery Store,1975,northeast,1,0,33005,21.0,309.3999939,6.84,Électricité & GazNaturel,High,High,21.0
NonResidential,Other,1981,east,1,0,20971,82.0,33.29999924,0.24,Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1927,magnolia / queen anne,3,0,23910,72.0,38.09999847,0.63,Électricité,Medium,Medium,
NonResidential,Worship Facility,1910,ballard,2,0,21765,80.0,22.89999962,0.8,GazNaturel,Low,Low,80.0
Campus,University,1939,east,2,0,2200000,67.33333333333333,71.59999847,1.47,Électricité & GazNaturel,Medium,Medium,
NonResidential,Worship Facility,1901,central,2,0,26560,1.0,69.0,2.44,GazNaturel & Électricité,Low,Low,1.0
NonResidential,Warehouse,1957,lake union,2,0,20140,49.0,5.800000191,0.04,Électricité,Low,Low,49.0
NonResidential,Retail Store,1992,greater duwamish,2,0,38845,82.0,178.1000061,5.55,GazNaturel & Électricité,Medium,Medium,82.0
NonResidential,Supermarket / Grocery Store,1953,greater duwamish,1,0,26092,40.0,311.1000061,6.66,Électricité & GazNaturel,High,High,40.0
NonResidential,Small- and Mid-Sized Office,1967,greater duwamish,1,0,25500,98.0,56.09999847,2.17,GazNaturel,Medium,Medium,98.0
NonResidential,Warehouse,1961,greater duwamish,1,0,41895,59.0,33.5,0.6,Électricité,Low,Low,
NonResidential,Retail Store,1958,greater duwamish,2,0,56193,46.333333333333336,45.90000153,0.83,Électricité,Medium,Medium,
NonResidential,K-12 School,1922,ballard,3,0,35448,97.0,46.0,1.7,GazNaturel,Low,Low,97.0
NonResidential,Supermarket / Grocery Store,1966,ballard,1,0,29214,8.0,327.2000122,7.14,Électricité & GazNaturel,High,High,8.0
NonResidential,Supermarket / Grocery Store,2000,ballard,1,43035,46068,34.0,307.7000122,4.32,Électricité & GazNaturel,High,High,34.0
NonResidential,Other,1961,ballard,1,0,32000,99.0,44.20000076,1.42,GazNaturel & Électricité,High,High,
NonResidential,Mixed Use Property,1910,ballard,2,0,31140,96.66666666666667,35.70000076,1.25,GazNaturel,Medium,Medium,
NonResidential,Warehouse,1975,ballard,3,0,41478,3.0,79.30000305,1.89,Électricité & GazNaturel,Low,Low,3.0
NonResidential,Warehouse,1980,ballard,1,0,39840,2.0,19.39999962,0.13,Électricité,Low,Low,2.0
Nonresidential COS,Other,2004,ballard,1,15576,15000,25.0,90.69999695,1.26,Électricité & GazNaturel,Medium,Medium,
NonResidential,Other,1924,ballard,2,0,21528,65.0,15.30000019,0.31,Électricité & GazNaturel,Medium,Medium,
NonResidential,Other,1928,ballard,2,0,30000,53.666666666666664,43.20000076,0.44,Électricité,Medium,Medium,
NonResidential,Other,1942,ballard,2,0,30087,4.333333333333333,170.3999939,1.22,Électricité,Medium,Medium,
NonResidential,Worship Facility,1975,ballard,1,0,40445,92.0,22.5,0.72,GazNaturel & Électricité,Low,Low,92.0
NonResidential,Retail Store,1996,ballard,1,0,23500,53.0,48.90000153,0.57,Électricité,Medium,Medium,53.0
NonResidential,Retail Store,1967,ballard,1,0,22420,82.0,66.09999847,1.42,Électricité & GazNaturel,Medium,Medium,82.0
NonResidential,Supermarket / Grocery Store,1961,magnolia / queen anne,1,0,25842,35.0,336.6000061,9.19,Électricité & GazNaturel,High,High,35.0
NonResidential,Small- and Mid-Sized Office,1992,magnolia / queen anne,3,0,26389,80.66666666666667,45.0,0.32,Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1982,magnolia / queen anne,3,0,25859,88.0,35.40000153,0.58,Électricité,Medium,Medium,88.0
NonResidential,Warehouse,1974,magnolia / queen anne,1,0,25600,1.0,75.90000153,1.34,Électricité,Low,Low,1.0
NonResidential,Other,1965,magnolia / queen anne,1,0,23169,48.666666666666664,21.79999924,0.07,Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,2008,magnolia / queen anne,4,8399,33385,89.0,38.79999924,0.22,Électricité,Medium,Medium,89.0
NonResidential,Warehouse,1960,magnolia / queen anne,1,0,56884,71.0,27.70000076,0.66,Électricité & GazNaturel,Low,Low,71.0
NonResidential,Retail Store,1989,ballard,1,0,32810,66.0,66.09999847,1.42,Électricité & GazNaturel,Medium,Medium,66.0
NonResidential,Self-Storage Facility,1980,magnolia / queen anne,3,0,30989,96.0,3.200000048,0.02,Électricité,Low,Low,
NonResidential,Self-Storage Facility,1915,magnolia / queen anne,3,0,39952,96.0,1.5,0.01,Électricité,Low,Low,
NonResidential,Small- and Mid-Sized Office,1961,magnolia / queen anne,2,0,20022,80.0,33.09999847,0.23,Électricité,Medium,Medium,80.0
NonResidential,Distribution Center,1960,magnolia / queen anne,2,0,36498,89.0,17.0,0.41,Électricité & GazNaturel,Low,Low,89.0
NonResidential,Distribution Center,1968,magnolia / queen anne,1,0,35946,91.33333333333333,14.0,0.31,Électricité & GazNaturel,Low,Low,
NonResidential,Small- and Mid-Sized Office,2007,magnolia / queen anne,4,5680,24472,96.0,33.59999847,0.2,Électricité,Medium,Medium,96.0
NonResidential,Small- and Mid-Sized Office,1979,magnolia / queen anne,4,0,22365,71.0,33.59999847,0.23,Électricité,Medium,Medium,71.0
NonResidential,Small- and Mid-Sized Office,1994,magnolia / queen anne,4,0,30172,82.0,32.09999847,0.21,Électricité,Medium,Medium,82.0
NonResidential,Warehouse,1927,ballard,4,0,42500,100.0,5.5,0.04,Électricité,Low,Low,100.0
NonResidential,Small- and Mid-Sized Office,1901,ballard,4,0,23032,62.666666666666664,55.29999924,0.34,Électricité,Medium,Medium,
NonResidential,Other,1900,ballard,3,4914,40836,56.0,175.8999939,6.64,GazNaturel,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1968,ballard,2,0,23500,26.0,74.30000305,1.47,Électricité,Medium,Medium,26.0
NonResidential,Small- and Mid-Sized Office,1966,ballard,1,0,22282,93.0,29.89999962,0.75,Électricité & GazNaturel,Medium,Medium,93.0
NonResidential,Self-Storage Facility,1902,ballard,2,0,24000,82.33333333333333,25.0,0.72,GazNaturel & Électricité,Low,Low,
NonResidential,Mixed Use Property,1909,ballard,3,0,27085,55.0,79.40000153,2.24,GazNaturel & Électricité,Medium,Medium,
Nonresidential COS,Other,1996,north,2,0,29258,66.0,247.3999939,10.57,GazNaturel & Électricité,High,High,
NonResidential,Small- and Mid-Sized Office,1931,north,2,0,37500,58.0,65.30000305,1.18,Électricité,Medium,Medium,58.0
NonResidential,K-12 School,1930,northwest,3,0,23983,61.0,53.0,1.39,Électricité & GazNaturel,Low,Low,61.0
NonResidential,Distribution Center,1980,delridge,1,0,24100,22.0,39.79999924,1.27,GazNaturel & Électricité,Low,Low,22.0
NonResidential,K-12 School,2004,northeast,2,0,31343,5.0,83.0,4.1,GazNaturel & Électricité,Low,Low,5.0
NonResidential,Mixed Use Property,1996,northwest,3,22850,33062,21.666666666666668,74.09999847,0.31,Électricité,Medium,Medium,
NonResidential,Other,1957,magnolia / queen anne,2,0,20294,51.666666666666664,90.90000153,3.32,GazNaturel & Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1983,magnolia / queen anne,4,10849,29722,64.0,53.59999847,0.22,Électricité,Medium,Medium,64.0
NonResidential,Small- and Mid-Sized Office,1983,magnolia / queen anne,4,15659,26048,78.0,42.79999924,0.29,Électricité,Medium,Medium,78.0
NonResidential,Mixed Use Property,1960,magnolia / queen anne,2,0,57644,70.0,41.70000076,0.74,Électricité,Medium,Medium,
NonResidential,Warehouse,1955,magnolia / queen anne,2,0,39497,9.0,45.79999924,0.72,Électricité,Low,Low,9.0
Nonresidential COS,Other,1932,east,1,0,33087,62.333333333333336,73.40000153,3.68,GazNaturel & Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1982,northwest,2,0,27574,73.0,45.09999847,0.31,Électricité,Medium,Medium,73.0
NonResidential,Senior Care Community,1998,north,5,0,43661,4.0,94.90000153,1.89,Électricité & GazNaturel,High,High,4.0
NonResidential,Small- and Mid-Sized Office,1987,northwest,3,27307,48798,91.0,34.09999847,0.23,Électricité,Medium,Medium,91.0
NonResidential,Mixed Use Property,1952,north,2,0,32009,53.666666666666664,58.40000153,1.38,Électricité & GazNaturel,Low,Low,
NonResidential,Medical Office,1988,north,3,0,28841,55.0,52.90000153,1.16,Électricité & GazNaturel,Medium,Medium,55.0
NonResidential,Self-Storage Facility,1977,north,2,0,33344,76.0,4.0,0.03,Électricité,Low,Low,
Nonresidential COS,Other,2005,north,1,0,30498,65.33333333333333,87.0,2.63,GazNaturel & Électricité,High,High,
NonResidential,K-12 School,1924,delridge,2,0,42975,92.0,52.5,1.0,GazNaturel,Low,Low,92.0
NonResidential,Other,1963,delridge,1,0,23260,76.33333333333333,77.5,2.25,GazNaturel & Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1988,delridge,2,0,30659,88.0,78.09999847,1.82,Électricité & GazNaturel,Medium,Medium,88.0
NonResidential,Other,1920,magnolia / queen anne,2,0,27144,95.0,41.90000153,1.2,GazNaturel & Électricité,Medium,Medium,
NonResidential,Other,1970,northwest,1,0,23166,44.666666666666664,157.5,7.97,GazNaturel,Medium,Medium,
NonResidential,Medical Office,1979,northwest,2,0,34759,81.0,36.59999847,0.33,Électricité,Medium,Medium,81.0
NonResidential,Hospital,1966,northwest,1,0,415632,85.0,207.5,7.89,GazNaturel & Électricité,High,High,85.0
NonResidential,Worship Facility,1965,northwest,2,0,44719,67.0,37.20000076,1.19,GazNaturel & Électricité,Low,Low,
NonResidential,Supermarket / Grocery Store,1965,greater duwamish,1,0,21603,16.0,274.3999939,6.01,Électricité & GazNaturel,High,High,16.0
NonResidential,Medical Office,1964,east,3,0,591981,60.0,175.6999969,5.47,GazNaturel & Électricité,Medium,Medium,60.0
NonResidential,Distribution Center,1979,delridge,1,0,42900,53.0,10.69999981,0.07,Électricité,Low,Low,53.0
Campus,Other,2005,delridge,1,0,57952,76.33333333333333,57.79999924,1.66,GazNaturel & Électricité,Medium,Medium,
NonResidential,Other,1971,delridge,1,0,26232,16.666666666666668,126.4000015,4.68,GazNaturel,Low,Low,
NonResidential,Warehouse,1956,downtown,2,0,25840,92.0,12.0,0.08,Électricité,Low,Low,92.0
NonResidential,Small- and Mid-Sized Office,1988,downtown,1,0,45145,95.66666666666667,32.09999847,0.97,GazNaturel & Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,2001,downtown,5,22095,48237,89.0,45.0,0.27,Électricité,Medium,Medium,89.0
NonResidential,Supermarket / Grocery Store,1994,ballard,1,0,45522,22.0,275.8999939,7.18,Électricité & GazNaturel,High,High,22.0
NonResidential,Retail Store,1979,northwest,2,0,20088,64.0,17.20000076,0.11,Électricité,Medium,Medium,
Campus,Other,1989,greater duwamish,2,0,138907,73.66666666666667,61.29999924,1.29,Électricité & GazNaturel,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1997,greater duwamish,2,0,40657,57.0,69.59999847,0.58,Électricité,Medium,Medium,57.0
NonResidential,Warehouse,1900,greater duwamish,1,0,20200,89.66666666666667,14.0,0.11,Électricité,Low,Low,
NonResidential,Residence Hall,1904,east,1,0,44086,29.0,92.0,4.17,Mixte,Medium,Medium,29.0
NonResidential,Small- and Mid-Sized Office,1970,east,7,20824,33548,94.0,27.20000076,0.18,Électricité,Medium,Medium,94.0
NonResidential,Other,1951,east,1,0,47699,25.333333333333332,313.7000122,14.94,Vapeur & Électricité,High,High,
NonResidential,Medical Office,1945,east,1,0,274568,52.0,111.1999969,4.04,Vapeur & Électricité,Medium,Medium,52.0
NonResidential,Small- and Mid-Sized Office,1956,east,3,0,21282,69.0,70.19999695,2.92,Vapeur & Électricité,Medium,Medium,69.0
NonResidential,Other,1921,southeast,2,0,41022,26.333333333333332,92.30000305,0.64,Électricité,Medium,Medium,
NonResidential,Other,1966,delridge,2,0,28109,7.0,128.5,1.37,Électricité,Medium,Medium,
